div64 rne
0010000000000000_3fffffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
bfefffffffffffff_ffefffffffffffff_0000000000000000_11100_1 | 0004000000000000_0
bfeffffffffffffe_7feffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
bfeffffffffffffe_ffe0000000000000_0000000000000000_11100_1 | 0008000000000000_0
bfeffffffffffffe_ffe0000000000001_0000000000000000_11100_1 | 0008000000000000_0
bfeffffffffffffe_ffefffffffffffff_0000000000000000_11000_1 | 0004000000000000_0
bfeffffffffffffe_ffeffffffffffffe_0000000000000000_11100_1 | 0004000000000000_0
bff0000000000000_7fe0000000000000_8000000000000000_11000_1 | 8008000000000000_0
bff0000000000000_7fefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000000_7feffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000000_ffe0000000000000_0000000000000000_11000_1 | 0008000000000000_0
bff0000000000000_ffe0000000000001_0000000000000000_11100_1 | 0008000000000000_0
bff0000000000001_7fe0000000000000_8000000000000000_11000_1 | 8008000000000000_0
bff0000000000001_7fe0000000000001_8000000000000000_11000_1 | 8008000000000000_0
bff0000000000001_7fefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000001_7feffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000001_ffe0000000000001_0000000000000000_11000_1 | 0008000000000000_0
bfffffffffffffff_7fefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
bfffffffffffffff_7feffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
bfffffffffffffff_ffe0000000000000_0000000000000000_11000_1 | 0010000000000000_0
bfffffffffffffff_ffefffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
bffffffffffffffe_7feffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
bffffffffffffffe_ffefffffffffffff_0000000000000000_11100_1 | 0008000000000000_0
bffffffffffffffe_ffeffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
c000000000000000_7fefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
c000000000000000_7feffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
c000000000000000_ffe0000000000001_0000000000000000_11000_1 | 0010000000000000_0
c000000000000001_7fefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
c00ffffffffffffe_ffefffffffffffff_0000000000000000_11000_1 | 0010000000000000_0
div64 rz
0010000000000000_3fffffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
0010000000000000_3ffffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
0010000000000000_4000000000000000_0000000000000000_11000_1 | 0008000000000000_0
0010000000000000_400fffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
0010000000000000_400ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
0010000000000000_4010000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
0010000000000000_401fffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
0010000000000000_401ffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
0010000000000000_bfffffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
0010000000000000_bffffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
0010000000000000_c000000000000000_8000000000000000_11000_1 | 8008000000000000_0
0010000000000000_c00fffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
0010000000000000_c00ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
0010000000000000_c010000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
0010000000000000_c01fffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
0010000000000000_c01ffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
0010000000000001_3fffffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
0010000000000001_4000000000000000_0000000000000000_11000_1 | 0008000000000000_0
0010000000000001_4000000000000001_0000000000000000_11000_1 | 0008000000000000_0
0010000000000001_400fffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
0010000000000001_400ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
0010000000000001_4010000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
0010000000000001_4010000000000001_000fffffffffffff_11100_1 | 0004000000000000_0
0010000000000001_401fffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
0010000000000001_401ffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
0010000000000001_bfffffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
0010000000000001_c000000000000000_8000000000000000_11000_1 | 8008000000000000_0
0010000000000001_c000000000000001_8000000000000000_11000_1 | 8008000000000000_0
0010000000000001_c00fffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
0010000000000001_c00ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
0010000000000001_c010000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
0010000000000001_c010000000000001_800fffffffffffff_11100_1 | 8004000000000000_0
0010000000000001_c01fffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
0010000000000001_c01ffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
001fffffffffffff_400fffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
001fffffffffffff_400ffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
001fffffffffffff_401fffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
001fffffffffffff_401ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
001fffffffffffff_c00fffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
001fffffffffffff_c00ffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
001fffffffffffff_c01fffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
001fffffffffffff_c01ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
001ffffffffffffe_400ffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
001ffffffffffffe_401ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
001ffffffffffffe_c00ffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
001ffffffffffffe_c01ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
3fd0000000000000_7fe0000000000000_0000000000000000_11000_1 | 0002000000000000_0
3fd0000000000000_7fefffffffffffff_0000000000000000_11000_1 | 0001000000000000_0
3fd0000000000000_7feffffffffffffe_0000000000000000_11000_1 | 0001000000000000_0
3fd0000000000000_ffe0000000000000_8000000000000000_11000_1 | 8002000000000000_0
3fd0000000000000_ffefffffffffffff_8000000000000000_11000_1 | 8001000000000000_0
3fd0000000000000_ffeffffffffffffe_8000000000000000_11000_1 | 8001000000000000_0
3fd0000000000001_7fe0000000000000_0000000000000000_11000_1 | 0002000000000000_0
3fd0000000000001_7fe0000000000001_0000000000000000_11000_1 | 0002000000000000_0
3fd0000000000001_7fefffffffffffff_0000000000000000_11000_1 | 0001000000000000_0
3fd0000000000001_7feffffffffffffe_0000000000000000_11000_1 | 0001000000000000_0
3fd0000000000001_ffe0000000000000_8000000000000000_11000_1 | 8002000000000000_0
3fd0000000000001_ffe0000000000001_8000000000000000_11000_1 | 8002000000000000_0
3fd0000000000001_ffefffffffffffff_8000000000000000_11000_1 | 8001000000000000_0
3fd0000000000001_ffeffffffffffffe_8000000000000000_11000_1 | 8001000000000000_0
3fdfffffffffffff_7fefffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
3fdfffffffffffff_7feffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
3fdfffffffffffff_ffefffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
3fdfffffffffffff_ffeffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
3fdffffffffffffe_7feffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
3fdffffffffffffe_ffeffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
3fe0000000000000_7fe0000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
3fe0000000000000_7fefffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
3fe0000000000000_7feffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
3fe0000000000000_ffe0000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
3fe0000000000000_ffefffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
3fe0000000000000_ffeffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
3fe0000000000001_7fe0000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
3fe0000000000001_7fe0000000000001_000fffffffffffff_11100_1 | 0004000000000000_0
3fe0000000000001_7fefffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
3fe0000000000001_7feffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
3fe0000000000001_ffe0000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
3fe0000000000001_ffe0000000000001_800fffffffffffff_11100_1 | 8004000000000000_0
3fe0000000000001_ffefffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
3fe0000000000001_ffeffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
3fefffffffffffff_7fefffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
3fefffffffffffff_7feffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
3fefffffffffffff_ffefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
3fefffffffffffff_ffeffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
3feffffffffffffe_7feffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
3feffffffffffffe_ffeffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
3ff0000000000000_7fe0000000000000_0000000000000000_11000_1 | 0008000000000000_0
3ff0000000000000_7fefffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
3ff0000000000000_7feffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
3ff0000000000000_ffe0000000000000_8000000000000000_11000_1 | 8008000000000000_0
3ff0000000000000_ffefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
3ff0000000000000_ffeffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
3ff0000000000001_7fe0000000000000_0000000000000000_11000_1 | 0008000000000000_0
3ff0000000000001_7fe0000000000001_0000000000000000_11000_1 | 0008000000000000_0
3ff0000000000001_7fefffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
3ff0000000000001_7feffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
3ff0000000000001_ffe0000000000000_8000000000000000_11000_1 | 8008000000000000_0
3ff0000000000001_ffe0000000000001_8000000000000000_11000_1 | 8008000000000000_0
3ff0000000000001_ffefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
3ff0000000000001_ffeffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
3fffffffffffffff_7fefffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
3fffffffffffffff_7feffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
3fffffffffffffff_ffefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
3fffffffffffffff_ffeffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
3ffffffffffffffe_7feffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
3ffffffffffffffe_ffeffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
4000000000000000_7fefffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
4000000000000000_7feffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
4000000000000000_ffefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
4000000000000000_ffeffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
4000000000000001_7fefffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
4000000000000001_ffefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
8010000000000000_3fffffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
8010000000000000_3ffffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
8010000000000000_4000000000000000_8000000000000000_11000_1 | 8008000000000000_0
8010000000000000_400fffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
8010000000000000_400ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
8010000000000000_4010000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
8010000000000000_401fffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
8010000000000000_401ffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
8010000000000000_bfffffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
8010000000000000_bffffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
8010000000000000_c000000000000000_0000000000000000_11000_1 | 0008000000000000_0
8010000000000000_c00fffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
8010000000000000_c00ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
8010000000000000_c010000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
8010000000000000_c01fffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
8010000000000000_c01ffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
8010000000000001_3fffffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
8010000000000001_4000000000000000_8000000000000000_11000_1 | 8008000000000000_0
8010000000000001_4000000000000001_8000000000000000_11000_1 | 8008000000000000_0
8010000000000001_400fffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
8010000000000001_400ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
8010000000000001_4010000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
8010000000000001_4010000000000001_800fffffffffffff_11100_1 | 8004000000000000_0
8010000000000001_401fffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
8010000000000001_401ffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
8010000000000001_bfffffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
8010000000000001_c000000000000000_0000000000000000_11000_1 | 0008000000000000_0
8010000000000001_c000000000000001_0000000000000000_11000_1 | 0008000000000000_0
8010000000000001_c00fffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
8010000000000001_c00ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
8010000000000001_c010000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
8010000000000001_c010000000000001_000fffffffffffff_11100_1 | 0004000000000000_0
8010000000000001_c01fffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
8010000000000001_c01ffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
801fffffffffffff_400fffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
801fffffffffffff_400ffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
801fffffffffffff_401fffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
801fffffffffffff_401ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
801fffffffffffff_c00fffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
801fffffffffffff_c00ffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
801fffffffffffff_c01fffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
801fffffffffffff_c01ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
801ffffffffffffe_400ffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
801ffffffffffffe_401ffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
801ffffffffffffe_c00ffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
801ffffffffffffe_c01ffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
bfd0000000000000_7fe0000000000000_8000000000000000_11000_1 | 8002000000000000_0
bfd0000000000000_7fefffffffffffff_8000000000000000_11000_1 | 8001000000000000_0
bfd0000000000000_7feffffffffffffe_8000000000000000_11000_1 | 8001000000000000_0
bfd0000000000000_ffe0000000000000_0000000000000000_11000_1 | 0002000000000000_0
bfd0000000000000_ffefffffffffffff_0000000000000000_11000_1 | 0001000000000000_0
bfd0000000000000_ffeffffffffffffe_0000000000000000_11000_1 | 0001000000000000_0
bfd0000000000001_7fe0000000000000_8000000000000000_11000_1 | 8002000000000000_0
bfd0000000000001_7fe0000000000001_8000000000000000_11000_1 | 8002000000000000_0
bfd0000000000001_7fefffffffffffff_8000000000000000_11000_1 | 8001000000000000_0
bfd0000000000001_7feffffffffffffe_8000000000000000_11000_1 | 8001000000000000_0
bfd0000000000001_ffe0000000000000_0000000000000000_11000_1 | 0002000000000000_0
bfd0000000000001_ffe0000000000001_0000000000000000_11000_1 | 0002000000000000_0
bfd0000000000001_ffefffffffffffff_0000000000000000_11000_1 | 0001000000000000_0
bfd0000000000001_ffeffffffffffffe_0000000000000000_11000_1 | 0001000000000000_0
bfdfffffffffffff_7fefffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
bfdfffffffffffff_7feffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
bfdfffffffffffff_ffefffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
bfdfffffffffffff_ffeffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
bfdffffffffffffe_7feffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
bfdffffffffffffe_ffeffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
bfe0000000000000_7fe0000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
bfe0000000000000_7fefffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
bfe0000000000000_7feffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
bfe0000000000000_ffe0000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
bfe0000000000000_ffefffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
bfe0000000000000_ffeffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
bfe0000000000001_7fe0000000000000_800fffffffffffff_11100_1 | 8004000000000000_0
bfe0000000000001_7fe0000000000001_800fffffffffffff_11100_1 | 8004000000000000_0
bfe0000000000001_7fefffffffffffff_8000000000000000_11000_1 | 8002000000000000_0
bfe0000000000001_7feffffffffffffe_8000000000000000_11000_1 | 8002000000000000_0
bfe0000000000001_ffe0000000000000_000fffffffffffff_11100_1 | 0004000000000000_0
bfe0000000000001_ffe0000000000001_000fffffffffffff_11100_1 | 0004000000000000_0
bfe0000000000001_ffefffffffffffff_0000000000000000_11000_1 | 0002000000000000_0
bfe0000000000001_ffeffffffffffffe_0000000000000000_11000_1 | 0002000000000000_0
bfefffffffffffff_7fefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
bfefffffffffffff_7feffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
bfefffffffffffff_ffefffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
bfefffffffffffff_ffeffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
bfeffffffffffffe_7feffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
bfeffffffffffffe_ffeffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
bff0000000000000_7fe0000000000000_8000000000000000_11000_1 | 8008000000000000_0
bff0000000000000_7fefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000000_7feffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000000_ffe0000000000000_0000000000000000_11000_1 | 0008000000000000_0
bff0000000000000_ffefffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
bff0000000000000_ffeffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
bff0000000000001_7fe0000000000000_8000000000000000_11000_1 | 8008000000000000_0
bff0000000000001_7fe0000000000001_8000000000000000_11000_1 | 8008000000000000_0
bff0000000000001_7fefffffffffffff_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000001_7feffffffffffffe_800fffffffffffff_11100_1 | 8004000000000000_0
bff0000000000001_ffe0000000000000_0000000000000000_11000_1 | 0008000000000000_0
bff0000000000001_ffe0000000000001_0000000000000000_11000_1 | 0008000000000000_0
bff0000000000001_ffefffffffffffff_000fffffffffffff_11100_1 | 0004000000000000_0
bff0000000000001_ffeffffffffffffe_000fffffffffffff_11100_1 | 0004000000000000_0
bfffffffffffffff_7fefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
bfffffffffffffff_7feffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
bfffffffffffffff_ffefffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
bfffffffffffffff_ffeffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
bffffffffffffffe_7feffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
bffffffffffffffe_ffeffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
c000000000000000_7fefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
c000000000000000_7feffffffffffffe_8000000000000000_11000_1 | 8008000000000000_0
c000000000000000_ffefffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
c000000000000000_ffeffffffffffffe_0000000000000000_11000_1 | 0008000000000000_0
c000000000000001_7fefffffffffffff_8000000000000000_11000_1 | 8008000000000000_0
c000000000000001_ffefffffffffffff_0000000000000000_11000_1 | 0008000000000000_0
div32 rne
div32 rd
div32 ru
div32 rz
sqrt64 rne
0001000000000000_1ff752e50db3a3a2_10000_1 | 1fe0000000000000_0
0002000000000000_1ff8000000000000_00000_1 | 1fe6a09e667f3bcd_0
0004000000000000_1ff94c583ada5b53_10000_1 | 1ff0000000000000_0
0008000000000000_1ffbb67ae8584caa_10000_1 | 1ff6a09e667f3bcd_0
000c000000000000_1ffdeeea11683f49_10000_1 | 1ffbb67ae8584caa_0
000e000000000000_1ffefbdeb14f4eda_10000_1 | 1ffdeeea11683f49_0
000f000000000000_1fff7efbeb8d4f12_10000_1 | 1ffefbdeb14f4eda_0
sqrt64 rd
0001000000000000_1ff752e50db3a3a1_10000_1 | 1fe0000000000000_0
0002000000000000_1ff8000000000000_00000_1 | 1fe6a09e667f3bcc_0
0004000000000000_1ff94c583ada5b52_10000_1 | 1ff0000000000000_0
0008000000000000_1ffbb67ae8584caa_10000_1 | 1ff6a09e667f3bcc_0
000c000000000000_1ffdeeea11683f49_10000_1 | 1ffbb67ae8584caa_0
000e000000000000_1ffefbdeb14f4ed9_10000_1 | 1ffdeeea11683f49_0
000f000000000000_1fff7efbeb8d4f11_10000_1 | 1ffefbdeb14f4ed9_0
sqrt64 ru
0001000000000000_1ff752e50db3a3a2_10000_1 | 1fe0000000000000_0
0002000000000000_1ff8000000000000_00000_1 | 1fe6a09e667f3bcd_0
0004000000000000_1ff94c583ada5b53_10000_1 | 1ff0000000000000_0
0008000000000000_1ffbb67ae8584cab_10000_1 | 1ff6a09e667f3bcd_0
000c000000000000_1ffdeeea11683f4a_10000_1 | 1ffbb67ae8584cab_0
000e000000000000_1ffefbdeb14f4eda_10000_1 | 1ffdeeea11683f4a_0
000f000000000000_1fff7efbeb8d4f12_10000_1 | 1ffefbdeb14f4eda_0
sqrt64 rz
0001000000000000_1ff752e50db3a3a1_10000_1 | 1fe0000000000000_0
0002000000000000_1ff8000000000000_00000_1 | 1fe6a09e667f3bcc_0
0004000000000000_1ff94c583ada5b52_10000_1 | 1ff0000000000000_0
0008000000000000_1ffbb67ae8584caa_10000_1 | 1ff6a09e667f3bcc_0
000c000000000000_1ffdeeea11683f49_10000_1 | 1ffbb67ae8584caa_0
000e000000000000_1ffefbdeb14f4ed9_10000_1 | 1ffdeeea11683f49_0
000f000000000000_1fff7efbeb8d4f11_10000_1 | 1ffefbdeb14f4ed9_0
sqrt32 rne
sqrt32 rd
sqrt32 ru
sqrt32 rz
